date,Leave,clicks,conversions,sales
2022-09-28,11.0,0,0,0.0
2022-09-28,18.0,1,0,0.0
2022-09-28,19.0,2,0,0.0
2022-09-28,24.0,0,0,0.0
2022-09-28,28.0,0,0,0.0
2022-09-28,29.0,3,0,0.0
2022-09-28,32.0,1,0,0.0
2022-09-28,34.0,2,0,0.0
2022-09-28,42.0,0,0,0.0
2022-09-28,47.0,0,0,0.0
2022-09-28,50.0,2,0,0.0
2022-09-28,58.0,0,0,0.0
2022-09-28,71.0,0,0,0.0
2022-09-28,78.0,1,0,0.0
2022-09-28,84.0,0,0,0.0
2022-09-28,90.0,0,0,0.0
2022-09-28,93.0,2,2,31.88
2022-09-28,97.0,0,0,0.0
2022-09-28,105.0,0,0,0.0
2022-09-28,106.0,0,0,0.0
2022-09-28,107.0,0,0,0.0
2022-09-28,111.0,1,0,0.0
2022-09-28,112.0,4,0,0.0
2022-09-28,115.0,0,0,0.0
2022-09-28,137.0,0,0,0.0
2022-09-28,152.0,1,0,0.0
2022-09-28,156.0,1,1,31.88
2022-09-28,167.0,2,0,0.0
2022-09-28,175.0,1,0,0.0
2022-09-28,180.0,1,0,0.0
2022-09-28,187.0,0,0,0.0
2022-09-28,188.0,0,0,0.0
2022-09-28,189.0,0,0,0.0
2022-09-28,190.0,1,1,15.94
2022-09-28,199.0,0,0,0.0
2022-09-29,6.0,0,0,0.0
2022-09-29,11.0,2,0,0.0
2022-09-29,18.0,1,0,0.0
2022-09-29,19.0,2,0,0.0
2022-09-29,24.0,1,0,0.0
2022-09-29,28.0,0,0,0.0
2022-09-29,29.0,0,0,0.0
2022-09-29,32.0,3,0,0.0
2022-09-29,34.0,4,0,0.0
2022-09-29,42.0,0,0,0.0
2022-09-29,47.0,0,0,0.0
2022-09-29,50.0,1,0,0.0
2022-09-29,71.0,0,0,0.0
2022-09-29,78.0,1,0,0.0
2022-09-29,84.0,0,0,0.0
2022-09-29,90.0,0,0,0.0
2022-09-29,93.0,0,0,0.0
2022-09-29,97.0,0,0,0.0
2022-09-29,105.0,1,0,0.0
2022-09-29,106.0,0,0,0.0
2022-09-29,107.0,0,0,0.0
2022-09-29,111.0,0,0,0.0
2022-09-29,112.0,2,0,0.0
2022-09-29,115.0,0,0,0.0
2022-09-29,137.0,0,0,0.0
2022-09-29,152.0,1,1,15.94
2022-09-29,156.0,0,0,0.0
2022-09-29,167.0,0,0,0.0
2022-09-29,175.0,2,0,0.0
2022-09-29,180.0,3,0,0.0
2022-09-29,187.0,0,0,0.0
2022-09-29,188.0,0,0,0.0
2022-09-29,189.0,0,0,0.0
2022-09-29,190.0,0,0,0.0
2022-09-29,199.0,1,0,0.0
2022-09-30,6.0,0,0,0.0
2022-09-30,11.0,2,1,15.94
2022-09-30,18.0,6,0,0.0
2022-09-30,19.0,1,0,0.0
2022-09-30,24.0,2,0,0.0
2022-09-30,28.0,0,0,0.0
2022-09-30,29.0,2,0,0.0
2022-09-30,32.0,0,0,0.0
2022-09-30,34.0,2,2,31.88
2022-09-30,42.0,1,0,0.0
2022-09-30,47.0,0,0,0.0
2022-09-30,50.0,0,0,0.0
2022-09-30,67.0,0,0,0.0
2022-09-30,71.0,0,0,0.0
2022-09-30,78.0,1,0,0.0
2022-09-30,84.0,1,0,0.0
2022-09-30,90.0,1,2,31.88
2022-09-30,93.0,0,0,0.0
2022-09-30,97.0,0,0,0.0
2022-09-30,105.0,1,1,15.94
2022-09-30,106.0,0,0,0.0
2022-09-30,107.0,0,0,0.0
2022-09-30,111.0,0,0,0.0
2022-09-30,112.0,4,1,15.94
2022-09-30,115.0,0,0,0.0
2022-09-30,137.0,0,0,0.0
2022-09-30,152.0,0,0,0.0
2022-09-30,167.0,1,0,0.0
2022-09-30,175.0,1,0,0.0
2022-09-30,180.0,3,0,0.0
2022-09-30,187.0,0,0,0.0
2022-09-30,188.0,1,0,0.0
2022-09-30,189.0,0,0,0.0
2022-09-30,190.0,0,0,0.0
2022-09-30,199.0,2,0,0.0
2022-10-01,6.0,0,0,0.0
2022-10-01,11.0,2,0,0.0
2022-10-01,18.0,8,0,0.0
2022-10-01,19.0,0,0,0.0
2022-10-01,24.0,4,0,0.0
2022-10-01,28.0,0,0,0.0
2022-10-01,29.0,1,0,0.0
2022-10-01,32.0,0,0,0.0
2022-10-01,34.0,2,0,0.0
2022-10-01,42.0,0,0,0.0
2022-10-01,47.0,4,0,0.0
2022-10-01,50.0,1,0,0.0
2022-10-01,67.0,2,0,0.0
2022-10-01,71.0,0,0,0.0
2022-10-01,78.0,1,0,0.0
2022-10-01,84.0,1,0,0.0
2022-10-01,90.0,1,0,0.0
2022-10-01,93.0,1,1,15.94
2022-10-01,97.0,0,0,0.0
2022-10-01,105.0,1,0,0.0
2022-10-01,106.0,0,0,0.0
2022-10-01,107.0,3,1,15.94
2022-10-01,111.0,0,0,0.0
2022-10-01,112.0,2,0,0.0
2022-10-01,115.0,0,0,0.0
2022-10-01,137.0,0,0,0.0
2022-10-01,152.0,0,0,0.0
2022-10-01,156.0,0,0,0.0
2022-10-01,167.0,5,0,0.0
2022-10-01,175.0,0,0,0.0
2022-10-01,180.0,5,0,0.0
2022-10-01,187.0,0,0,0.0
2022-10-01,188.0,0,0,0.0
2022-10-01,189.0,0,0,0.0
2022-10-01,190.0,0,0,0.0
2022-10-01,199.0,2,0,0.0
2022-10-02,6.0,0,0,0.0
2022-10-02,11.0,2,0,0.0
2022-10-02,18.0,7,1,15.94
2022-10-02,19.0,0,0,0.0
2022-10-02,24.0,1,0,0.0
2022-10-02,28.0,0,0,0.0
2022-10-02,29.0,2,2,31.88
2022-10-02,32.0,1,0,0.0
2022-10-02,34.0,2,0,0.0
2022-10-02,42.0,1,1,15.94
2022-10-02,47.0,1,0,0.0
2022-10-02,50.0,0,0,0.0
2022-10-02,58.0,0,0,0.0
2022-10-02,67.0,0,0,0.0
2022-10-02,71.0,0,0,0.0
2022-10-02,78.0,2,0,0.0
2022-10-02,84.0,6,0,0.0
2022-10-02,90.0,1,0,0.0
2022-10-02,93.0,1,0,0.0
2022-10-02,97.0,1,0,0.0
2022-10-02,105.0,1,0,0.0
2022-10-02,106.0,0,0,0.0
2022-10-02,107.0,0,0,0.0
2022-10-02,111.0,0,0,0.0
2022-10-02,112.0,8,0,0.0
2022-10-02,115.0,0,0,0.0
2022-10-02,137.0,0,0,0.0
2022-10-02,152.0,0,0,0.0
2022-10-02,156.0,0,0,0.0
2022-10-02,167.0,6,0,0.0
2022-10-02,175.0,3,1,15.94
2022-10-02,180.0,2,0,0.0
2022-10-02,187.0,0,0,0.0
2022-10-02,188.0,0,0,0.0
2022-10-02,189.0,1,0,0.0
2022-10-02,190.0,0,0,0.0
2022-10-02,199.0,1,0,0.0
2022-10-03,6.0,0,0,0.0
2022-10-03,11.0,3,1,15.94
2022-10-03,18.0,4,0,0.0
2022-10-03,19.0,0,0,0.0
2022-10-03,24.0,2,0,0.0
2022-10-03,28.0,0,0,0.0
2022-10-03,29.0,2,0,0.0
2022-10-03,32.0,0,0,0.0
2022-10-03,34.0,0,0,0.0
2022-10-03,42.0,0,0,0.0
2022-10-03,47.0,4,0,0.0
2022-10-03,50.0,0,0,0.0
2022-10-03,67.0,2,1,15.94
2022-10-03,71.0,0,0,0.0
2022-10-03,78.0,0,0,0.0
2022-10-03,84.0,1,0,0.0
2022-10-03,90.0,0,0,0.0
2022-10-03,93.0,2,0,0.0
2022-10-03,105.0,2,1,15.94
2022-10-03,106.0,0,0,0.0
2022-10-03,107.0,0,0,0.0
2022-10-03,111.0,0,0,0.0
2022-10-03,112.0,5,0,0.0
2022-10-03,115.0,0,0,0.0
2022-10-03,137.0,0,0,0.0
2022-10-03,152.0,1,1,15.94
2022-10-03,156.0,0,0,0.0
2022-10-03,167.0,3,0,0.0
2022-10-03,175.0,0,0,0.0
2022-10-03,180.0,3,0,0.0
2022-10-03,187.0,0,0,0.0
2022-10-03,188.0,0,0,0.0
2022-10-03,189.0,0,0,0.0
2022-10-03,190.0,0,0,0.0
2022-10-03,199.0,1,0,0.0
2022-10-04,6.0,0,0,0.0
2022-10-04,11.0,3,0,0.0
2022-10-04,18.0,0,0,0.0
2022-10-04,19.0,0,0,0.0
2022-10-04,24.0,7,0,0.0
2022-10-04,28.0,0,0,0.0
2022-10-04,29.0,2,0,0.0
2022-10-04,32.0,1,0,0.0
2022-10-04,34.0,0,0,0.0
2022-10-04,42.0,0,0,0.0
2022-10-04,47.0,1,0,0.0
2022-10-04,50.0,2,0,0.0
2022-10-04,58.0,3,0,0.0
2022-10-04,67.0,0,0,0.0
2022-10-04,71.0,0,0,0.0
2022-10-04,78.0,1,0,0.0
2022-10-04,84.0,2,1,15.94
2022-10-04,90.0,0,0,0.0
2022-10-04,93.0,0,0,0.0
2022-10-04,97.0,0,0,0.0
2022-10-04,105.0,1,0,0.0
2022-10-04,106.0,0,0,0.0
2022-10-04,107.0,0,0,0.0
2022-10-04,111.0,1,0,0.0
2022-10-04,112.0,0,0,0.0
2022-10-04,115.0,2,0,0.0
2022-10-04,137.0,0,0,0.0
2022-10-04,152.0,3,0,0.0
2022-10-04,156.0,0,0,0.0
2022-10-04,167.0,4,0,0.0
2022-10-04,175.0,0,0,0.0
2022-10-04,180.0,4,1,15.94
2022-10-04,187.0,0,0,0.0
2022-10-04,188.0,0,0,0.0
2022-10-04,189.0,0,0,0.0
2022-10-04,190.0,0,0,0.0
2022-10-04,199.0,0,0,0.0
2022-10-05,6.0,2,1,15.94
2022-10-05,11.0,5,0,0.0
2022-10-05,18.0,0,0,0.0
2022-10-05,19.0,0,0,0.0
2022-10-05,24.0,3,0,0.0
2022-10-05,28.0,0,0,0.0
2022-10-05,29.0,1,0,0.0
2022-10-05,32.0,0,0,0.0
2022-10-05,34.0,1,0,0.0
2022-10-05,42.0,0,0,0.0
2022-10-05,47.0,0,0,0.0
2022-10-05,50.0,1,0,0.0
2022-10-05,58.0,1,1,15.94
2022-10-05,67.0,0,0,0.0
2022-10-05,68.0,0,0,0.0
2022-10-05,71.0,0,0,0.0
2022-10-05,78.0,3,0,0.0
2022-10-05,84.0,1,0,0.0
2022-10-05,90.0,0,0,0.0
2022-10-05,93.0,0,0,0.0
2022-10-05,97.0,0,0,0.0
2022-10-05,105.0,0,0,0.0
2022-10-05,106.0,2,1,15.94
2022-10-05,107.0,0,0,0.0
2022-10-05,111.0,2,0,0.0
2022-10-05,112.0,2,0,0.0
2022-10-05,115.0,0,0,0.0
2022-10-05,137.0,0,0,0.0
2022-10-05,152.0,1,0,0.0
2022-10-05,156.0,1,0,0.0
2022-10-05,167.0,4,0,0.0
2022-10-05,175.0,1,0,0.0
2022-10-05,180.0,0,0,0.0
2022-10-05,187.0,0,0,0.0
2022-10-05,188.0,0,0,0.0
2022-10-05,189.0,0,0,0.0
2022-10-05,190.0,0,0,0.0
2022-10-05,199.0,0,0,0.0
2022-10-06,6.0,1,1,15.94
2022-10-06,11.0,3,1,15.94
2022-10-06,18.0,2,0,0.0
2022-10-06,19.0,0,0,0.0
2022-10-06,24.0,1,0,0.0
2022-10-06,28.0,0,0,0.0
2022-10-06,29.0,2,0,0.0
2022-10-06,32.0,1,0,0.0
2022-10-06,34.0,2,0,0.0
2022-10-06,42.0,0,0,0.0
2022-10-06,47.0,1,0,0.0
2022-10-06,50.0,0,0,0.0
2022-10-06,58.0,0,0,0.0
2022-10-06,67.0,0,0,0.0
2022-10-06,68.0,0,0,0.0
2022-10-06,71.0,0,0,0.0
2022-10-06,78.0,1,0,0.0
2022-10-06,84.0,4,0,0.0
2022-10-06,90.0,0,0,0.0
2022-10-06,93.0,1,0,0.0
2022-10-06,97.0,0,0,0.0
2022-10-06,105.0,0,0,0.0
2022-10-06,106.0,0,0,0.0
2022-10-06,107.0,0,0,0.0
2022-10-06,111.0,1,0,0.0
2022-10-06,112.0,2,0,0.0
2022-10-06,115.0,1,0,0.0
2022-10-06,137.0,0,0,0.0
2022-10-06,152.0,0,0,0.0
2022-10-06,156.0,0,0,0.0
2022-10-06,167.0,5,0,0.0
2022-10-06,175.0,0,0,0.0
2022-10-06,180.0,0,0,0.0
2022-10-06,187.0,0,0,0.0
2022-10-06,188.0,0,0,0.0
2022-10-06,189.0,0,0,0.0
2022-10-06,190.0,0,0,0.0
2022-10-06,199.0,1,0,0.0
2022-10-07,6.0,0,0,0.0
2022-10-07,11.0,1,0,0.0
2022-10-07,18.0,6,0,0.0
2022-10-07,19.0,0,0,0.0
2022-10-07,24.0,1,0,0.0
2022-10-07,28.0,0,0,0.0
2022-10-07,29.0,2,0,0.0
2022-10-07,32.0,0,0,0.0
2022-10-07,34.0,0,0,0.0
2022-10-07,42.0,0,0,0.0
2022-10-07,47.0,0,0,0.0
2022-10-07,50.0,0,0,0.0
2022-10-07,58.0,2,0,0.0
2022-10-07,67.0,0,0,0.0
2022-10-07,68.0,0,0,0.0
2022-10-07,71.0,0,0,0.0
2022-10-07,78.0,1,0,0.0
2022-10-07,84.0,2,0,0.0
2022-10-07,90.0,0,0,0.0
2022-10-07,93.0,0,0,0.0
2022-10-07,97.0,0,0,0.0
2022-10-07,105.0,0,0,0.0
2022-10-07,106.0,2,0,0.0
2022-10-07,107.0,0,0,0.0
2022-10-07,111.0,1,0,0.0
2022-10-07,112.0,3,1,9.99
2022-10-07,115.0,0,0,0.0
2022-10-07,137.0,1,0,0.0
2022-10-07,152.0,0,0,0.0
2022-10-07,156.0,1,1,15.94
2022-10-07,167.0,0,0,0.0
2022-10-07,175.0,0,0,0.0
2022-10-07,180.0,0,0,0.0
2022-10-07,187.0,0,0,0.0
2022-10-07,188.0,0,0,0.0
2022-10-07,189.0,0,0,0.0
2022-10-07,190.0,0,0,0.0
2022-10-07,199.0,0,0,0.0
2022-10-08,6.0,0,0,0.0
2022-10-08,11.0,0,0,0.0
2022-10-08,18.0,4,1,15.94
2022-10-08,19.0,1,0,0.0
2022-10-08,24.0,0,0,0.0
2022-10-08,28.0,0,0,0.0
2022-10-08,29.0,6,0,0.0
2022-10-08,32.0,1,0,0.0
2022-10-08,34.0,1,0,0.0
2022-10-08,42.0,0,0,0.0
2022-10-08,47.0,2,0,0.0
2022-10-08,50.0,1,1,15.94
2022-10-08,58.0,0,0,0.0
2022-10-08,67.0,0,0,0.0
2022-10-08,68.0,0,0,0.0
2022-10-08,71.0,0,0,0.0
2022-10-08,78.0,0,0,0.0
2022-10-08,84.0,3,1,15.94
2022-10-08,90.0,0,0,0.0
2022-10-08,93.0,1,0,0.0
2022-10-08,97.0,0,0,0.0
2022-10-08,105.0,1,0,0.0
2022-10-08,106.0,0,0,0.0
2022-10-08,107.0,0,0,0.0
2022-10-08,111.0,1,0,0.0
2022-10-08,112.0,7,0,0.0
2022-10-08,115.0,0,0,0.0
2022-10-08,137.0,0,0,0.0
2022-10-08,152.0,2,1,15.94
2022-10-08,167.0,3,0,0.0
2022-10-08,175.0,1,1,15.94
2022-10-08,180.0,0,0,0.0
2022-10-08,187.0,0,0,0.0
2022-10-08,188.0,0,0,0.0
2022-10-08,189.0,0,0,0.0
2022-10-08,190.0,0,0,0.0
2022-10-08,199.0,0,0,0.0
2022-10-09,6.0,2,0,0.0
2022-10-09,11.0,2,0,0.0
2022-10-09,18.0,2,0,0.0
2022-10-09,19.0,0,0,0.0
2022-10-09,24.0,2,0,0.0
2022-10-09,28.0,0,0,0.0
2022-10-09,29.0,0,0,0.0
2022-10-09,32.0,0,0,0.0
2022-10-09,34.0,0,0,0.0
2022-10-09,42.0,0,0,0.0
2022-10-09,47.0,0,0,0.0
2022-10-09,50.0,2,0,0.0
2022-10-09,58.0,1,0,0.0
2022-10-09,67.0,0,0,0.0
2022-10-09,68.0,0,0,0.0
2022-10-09,71.0,0,0,0.0
2022-10-09,78.0,0,0,0.0
2022-10-09,84.0,2,0,0.0
2022-10-09,90.0,1,1,15.94
2022-10-09,93.0,1,0,0.0
2022-10-09,97.0,0,0,0.0
2022-10-09,105.0,0,0,0.0
2022-10-09,106.0,1,1,15.94
2022-10-09,107.0,0,0,0.0
2022-10-09,111.0,2,0,0.0
2022-10-09,112.0,4,0,0.0
2022-10-09,115.0,0,0,0.0
2022-10-09,137.0,0,0,0.0
2022-10-09,152.0,1,0,0.0
2022-10-09,156.0,1,0,0.0
2022-10-09,167.0,5,1,15.94
2022-10-09,175.0,0,0,0.0
2022-10-09,180.0,0,0,0.0
2022-10-09,187.0,0,0,0.0
2022-10-09,188.0,1,0,0.0
2022-10-09,189.0,1,0,0.0
2022-10-09,190.0,0,0,0.0
2022-10-09,199.0,3,0,0.0
2022-10-10,6.0,4,0,0.0
2022-10-10,11.0,2,0,0.0
2022-10-10,18.0,0,0,0.0
2022-10-10,19.0,0,0,0.0
2022-10-10,24.0,2,0,0.0
2022-10-10,28.0,0,0,0.0
2022-10-10,29.0,0,0,0.0
2022-10-10,32.0,0,0,0.0
2022-10-10,34.0,1,0,0.0
2022-10-10,42.0,0,0,0.0
2022-10-10,47.0,0,0,0.0
2022-10-10,50.0,0,0,0.0
2022-10-10,58.0,0,0,0.0
2022-10-10,67.0,0,0,0.0
2022-10-10,68.0,0,0,0.0
2022-10-10,71.0,0,0,0.0
2022-10-10,78.0,0,0,0.0
2022-10-10,84.0,3,0,0.0
2022-10-10,90.0,0,0,0.0
2022-10-10,93.0,1,0,0.0
2022-10-10,105.0,3,0,0.0
2022-10-10,106.0,0,0,0.0
2022-10-10,107.0,0,0,0.0
2022-10-10,111.0,0,0,0.0
2022-10-10,112.0,2,0,0.0
2022-10-10,115.0,0,0,0.0
2022-10-10,137.0,1,0,0.0
2022-10-10,152.0,0,0,0.0
2022-10-10,156.0,0,0,0.0
2022-10-10,167.0,1,1,9.99
2022-10-10,175.0,2,0,0.0
2022-10-10,180.0,1,1,15.94
2022-10-10,187.0,0,0,0.0
2022-10-10,188.0,0,0,0.0
2022-10-10,189.0,0,0,0.0
2022-10-10,190.0,0,0,0.0
2022-10-10,199.0,0,0,0.0
2022-10-11,6.0,9,1,15.94
2022-10-11,11.0,1,1,15.94
2022-10-11,18.0,6,0,0.0
2022-10-11,19.0,0,0,0.0
2022-10-11,24.0,0,0,0.0
2022-10-11,28.0,1,0,0.0
2022-10-11,29.0,0,0,0.0
2022-10-11,32.0,1,0,0.0
2022-10-11,34.0,1,0,0.0
2022-10-11,42.0,0,0,0.0
2022-10-11,47.0,1,0,0.0
2022-10-11,50.0,0,0,0.0
2022-10-11,58.0,0,0,0.0
2022-10-11,67.0,0,0,0.0
2022-10-11,70.0,0,0,0.0
2022-10-11,71.0,0,0,0.0
2022-10-11,78.0,0,0,0.0
2022-10-11,84.0,4,0,0.0
2022-10-11,90.0,0,0,0.0
2022-10-11,93.0,1,0,0.0
2022-10-11,97.0,0,0,0.0
2022-10-11,105.0,1,0,0.0
2022-10-11,106.0,0,0,0.0
2022-10-11,107.0,1,1,31.88
2022-10-11,111.0,0,0,0.0
2022-10-11,112.0,2,0,0.0
2022-10-11,115.0,0,0,0.0
2022-10-11,137.0,0,0,0.0
2022-10-11,152.0,1,1,15.94
2022-10-11,156.0,0,0,0.0
2022-10-11,167.0,0,0,0.0
2022-10-11,175.0,3,0,0.0
2022-10-11,180.0,1,0,0.0
2022-10-11,187.0,0,0,0.0
2022-10-11,188.0,0,0,0.0
2022-10-11,189.0,1,0,0.0
2022-10-11,190.0,0,0,0.0
2022-10-11,199.0,0,0,0.0
2022-10-12,6.0,5,0,0.0
2022-10-12,11.0,2,0,0.0
2022-10-12,18.0,3,0,0.0
2022-10-12,19.0,0,0,0.0
2022-10-12,24.0,3,0,0.0
2022-10-12,28.0,0,0,0.0
2022-10-12,29.0,0,0,0.0
2022-10-12,32.0,0,0,0.0
2022-10-12,34.0,1,0,0.0
2022-10-12,42.0,0,0,0.0
2022-10-12,47.0,2,0,0.0
2022-10-12,50.0,1,0,0.0
2022-10-12,58.0,0,0,0.0
2022-10-12,67.0,0,0,0.0
2022-10-12,71.0,1,0,0.0
2022-10-12,78.0,0,0,0.0
2022-10-12,84.0,3,1,15.94
2022-10-12,90.0,0,0,0.0
2022-10-12,93.0,2,0,0.0
2022-10-12,97.0,0,0,0.0
2022-10-12,105.0,1,0,0.0
2022-10-12,106.0,1,0,0.0
2022-10-12,107.0,0,0,0.0
2022-10-12,111.0,1,1,15.94
2022-10-12,112.0,0,0,0.0
2022-10-12,115.0,0,0,0.0
2022-10-12,137.0,0,0,0.0
2022-10-12,152.0,1,0,0.0
2022-10-12,156.0,0,0,0.0
2022-10-12,167.0,0,0,0.0
2022-10-12,175.0,0,0,0.0
2022-10-12,180.0,0,0,0.0
2022-10-12,187.0,0,0,0.0
2022-10-12,188.0,0,0,0.0
2022-10-12,189.0,0,0,0.0
2022-10-12,190.0,0,0,0.0
2022-10-12,199.0,0,0,0.0
2022-10-13,6.0,9,0,0.0
2022-10-13,11.0,5,0,0.0
2022-10-13,18.0,3,0,0.0
2022-10-13,19.0,0,0,0.0
2022-10-13,24.0,0,0,0.0
2022-10-13,28.0,0,0,0.0
2022-10-13,29.0,0,0,0.0
2022-10-13,32.0,0,0,0.0
2022-10-13,34.0,0,0,0.0
2022-10-13,42.0,0,0,0.0
2022-10-13,47.0,0,0,0.0
2022-10-13,50.0,1,0,0.0
2022-10-13,58.0,0,0,0.0
2022-10-13,67.0,0,0,0.0
2022-10-13,70.0,0,0,0.0
2022-10-13,71.0,0,0,0.0
2022-10-13,78.0,0,0,0.0
2022-10-13,84.0,3,0,0.0
2022-10-13,90.0,0,0,0.0
2022-10-13,93.0,0,0,0.0
2022-10-13,97.0,0,0,0.0
2022-10-13,105.0,6,0,0.0
2022-10-13,106.0,1,0,0.0
2022-10-13,107.0,2,0,0.0
2022-10-13,111.0,1,0,0.0
2022-10-13,112.0,0,0,0.0
2022-10-13,115.0,0,0,0.0
2022-10-13,137.0,1,0,0.0
2022-10-13,152.0,0,0,0.0
2022-10-13,156.0,0,0,0.0
2022-10-13,167.0,2,0,0.0
2022-10-13,175.0,3,0,0.0
2022-10-13,180.0,0,0,0.0
2022-10-13,187.0,1,0,0.0
2022-10-13,188.0,0,0,0.0
2022-10-13,189.0,0,0,0.0
2022-10-13,190.0,0,0,0.0
